#Date        Time         gpu     fb   bar1   ccpm     sm    mem    enc    dec    jpg    ofa 
#YYYYMMDD    HH:MM:SS     Idx     MB     MB     MB      %      %      %      %      %      % 
 20260530    18:54:35       0     38      1      0      -      -      -      -      -      - 
 20260530    18:54:35       1      1      1      0      -      -      -      -      -      - 
 20260530    18:54:35       2      1      1      0      -      -      -      -      -      - 
 20260530    18:54:35       3      1      1      0      0      0      0      0      0      0 
 20260530    18:54:36       0     88      1      0      -      -      -      -      -      - 
 20260530    18:54:36       1      1      1      0      -      -      -      -      -      - 
 20260530    18:54:36       2      1      1      0      -      -      -      -      -      - 
 20260530    18:54:36       3      1      1      0      0      0      0      0      0      0 
 20260530    18:54:37       0     88      1      0      -      -      -      -      -      - 
 20260530    18:54:37       1      1      1      0      -      -      -      -      -      - 
 20260530    18:54:37       2      1      1      0      -      -      -      -      -      - 
 20260530    18:54:37       3      1      1      0      0      0      0      0      0      0 
 20260530    18:54:38       0     88      1      0      -      -      -      -      -      - 
 20260530    18:54:38       1      1      1      0      -      -      -      -      -      - 
 20260530    18:54:38       2      1      1      0      -      -      -      -      -      - 
 20260530    18:54:38       3      1      1      0      0      0      0      0      0      0 
 20260530    18:54:39       0     88      1      0      -      -      -      -      -      - 
 20260530    18:54:39       1      1      1      0      -      -      -      -      -      - 
 20260530    18:54:39       2      1      1      0      -      -      -      -      -      - 
 20260530    18:54:39       3      1      1      0      0      0      0      0      0      0 
 20260530    18:54:40       0     88      1      0      -      -      -      -      -      - 
 20260530    18:54:40       1      1      1      0      -      -      -      -      -      - 
 20260530    18:54:40       2      1      1      0      -      -      -      -      -      - 
 20260530    18:54:40       3      1      1      0      0      0      0      0      0      0 
 20260530    18:54:41       0     88      1      0      -      -      -      -      -      - 
 20260530    18:54:41       1      1      1      0      -      -      -      -      -      - 
 20260530    18:54:41       2      1      1      0      -      -      -      -      -      - 
 20260530    18:54:41       3      1      1      0      0      0      0      0      0      0 
 20260530    18:54:42       0     88      1      0      -      -      -      -      -      - 
 20260530    18:54:42       1      1      1      0      -      -      -      -      -      - 
 20260530    18:54:42       2      1      1      0      -      -      -      -      -      - 
 20260530    18:54:42       3      1      1      0      0      0      0      0      0      0 
 20260530    18:54:44       0     88      1      0      -      -      -      -      -      - 
 20260530    18:54:44       1      1      1      0      -      -      -      -      -      - 
 20260530    18:54:44       2      1      1      0      -      -      -      -      -      - 
 20260530    18:54:44       3      1      1      0      0      0      0      0      0      0 
#Date        Time         gpu     fb   bar1   ccpm     sm    mem    enc    dec    jpg    ofa 
#YYYYMMDD    HH:MM:SS     Idx     MB     MB     MB      %      %      %      %      %      % 
 20260530    18:54:45       0     88      1      0      -      -      -      -      -      - 
 20260530    18:54:45       1      1      1      0      -      -      -      -      -      - 
 20260530    18:54:45       2      1      1      0      -      -      -      -      -      - 
 20260530    18:54:45       3      1      1      0      0      0      0      0      0      0 
 20260530    18:54:46       0     88      1      0      -      -      -      -      -      - 
 20260530    18:54:46       1      1      1      0      -      -      -      -      -      - 
 20260530    18:54:46       2      1      1      0      -      -      -      -      -      - 
 20260530    18:54:46       3      1      1      0      0      0      0      0      0      0 
 20260530    18:54:47       0     88      1      0      -      -      -      -      -      - 
 20260530    18:54:47       1      1      1      0      -      -      -      -      -      - 
 20260530    18:54:47       2      1      1      0      -      -      -      -      -      - 
 20260530    18:54:47       3      1      1      0      0      0      0      0      0      0 
 20260530    18:54:48       0     88      1      0      -      -      -      -      -      - 
 20260530    18:54:48       1      1      1      0      -      -      -      -      -      - 
 20260530    18:54:48       2      1      1      0      -      -      -      -      -      - 
 20260530    18:54:48       3      1      1      0      0      0      0      0      0      0 
 20260530    18:54:49       0     88      1      0      -      -      -      -      -      - 
 20260530    18:54:49       1      1      1      0      -      -      -      -      -      - 
 20260530    18:54:49       2      1      1      0      -      -      -      -      -      - 
 20260530    18:54:49       3      1      1      0      0      0      0      0      0      0 
 20260530    18:54:50       0     88      1      0      -      -      -      -      -      - 
 20260530    18:54:50       1      1      1      0      -      -      -      -      -      - 
 20260530    18:54:50       2      1      1      0      -      -      -      -      -      - 
 20260530    18:54:50       3      1      1      0      0      0      0      0      0      0 
 20260530    18:54:51       0     88      1      0      -      -      -      -      -      - 
 20260530    18:54:51       1      1      1      0      -      -      -      -      -      - 
 20260530    18:54:51       2      1      1      0      -      -      -      -      -      - 
 20260530    18:54:51       3      1      1      0      0      0      0      0      0      0 
